"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Julien Brailly,University Paris-Dauphine,fr,Emmanuel Lazega,Institute of Political Studies in Paris,fr,2016,socnet
Julien Brailly,University Paris-Dauphine,fr,Guillaume Favre,University Paris-Dauphine,fr,2016,socnet
Guillaume Favre,University Paris-Dauphine,fr,Julien Brailly,University Paris-Dauphine,fr,2016,socnet
Guillaume Favre,University Paris-Dauphine,fr,Emmanuel Lazega,Institute of Political Studies in Paris,fr,2016,socnet
Guillaume Favre,University Paris-Dauphine,fr,Josiane Chatellet,University Paris-Dauphine,fr,2016,socnet
Josiane Chatellet,University Paris-Dauphine,fr,Julien Brailly,University Paris-Dauphine,fr,2016,socnet
Josiane Chatellet,University Paris-Dauphine,fr,Emmanuel Lazega,Institute of Political Studies in Paris,fr,2016,socnet
Josiane Chatellet,University Paris-Dauphine,fr,Guillaume Favre,University Paris-Dauphine,fr,2016,socnet
Lampros Bouranis,University College Dublin,ie,Nial Friel,University College Dublin,ie,2017,socnet
Lampros Bouranis,University College Dublin,ie,Florian Maire,University College Dublin,ie,2017,socnet
Robert Panitz,Heidelberg University,de,Johannes Glückler,Heidelberg University,de,2020,socnet
Robert Panitz,Heidelberg University,de,Johannes Glückler,Heidelberg University,de,2016,socnet
Marc Punkay,University of Chicago,us,Kayla de la Haye,University of Southern California,us,2017,socnet
Marc Punkay,University of Chicago,us,Dorothy Espelage,University of Florida,us,2017,socnet
Mariarosaria Lombardi,University of Foggia,it,Antonio Stasi,University of Foggia,it,2020,socnet
Mariarosaria Lombardi,University of Foggia,it,Antonio Lopolito,University of Foggia,it,2020,socnet
Mariarosaria Lombardi,University of Foggia,it,Enrica Iannuzzi,University of Foggia,it,2020,socnet
Mariarosaria Lombardi,University of Foggia,it,Angela Mariuccia Andriano,University of Foggia,it,2020,socnet
Mariarosaria Lombardi,University of Foggia,it,Maurizio Prosperi,University of Foggia,it,2020,socnet
Antonio Lopolito,University of Foggia,it,Antonio Stasi,University of Foggia,it,2020,socnet
Antonio Lopolito,University of Foggia,it,Enrica Iannuzzi,University of Foggia,it,2020,socnet
Antonio Lopolito,University of Foggia,it,Angela Mariuccia Andriano,University of Foggia,it,2020,socnet
Antonio Lopolito,University of Foggia,it,Maurizio Prosperi,University of Foggia,it,2020,socnet
Antonio Lopolito,University of Foggia,it,Mariarosaria Lombardi,University of Foggia,it,2020,socnet
Angela Mariuccia Andriano,University of Foggia,it,Antonio Stasi,University of Foggia,it,2020,socnet
Angela Mariuccia Andriano,University of Foggia,it,Antonio Lopolito,University of Foggia,it,2020,socnet
Angela Mariuccia Andriano,University of Foggia,it,Enrica Iannuzzi,University of Foggia,it,2020,socnet
Angela Mariuccia Andriano,University of Foggia,it,Maurizio Prosperi,University of Foggia,it,2020,socnet
Angela Mariuccia Andriano,University of Foggia,it,Mariarosaria Lombardi,University of Foggia,it,2020,socnet
Maurizio Prosperi,University of Foggia,it,Antonio Stasi,University of Foggia,it,2020,socnet
Maurizio Prosperi,University of Foggia,it,Antonio Lopolito,University of Foggia,it,2020,socnet
Maurizio Prosperi,University of Foggia,it,Enrica Iannuzzi,University of Foggia,it,2020,socnet
Maurizio Prosperi,University of Foggia,it,Angela Mariuccia Andriano,University of Foggia,it,2020,socnet
Maurizio Prosperi,University of Foggia,it,Mariarosaria Lombardi,University of Foggia,it,2020,socnet
Antonio Stasi,University of Foggia,it,Antonio Lopolito,University of Foggia,it,2020,socnet
Antonio Stasi,University of Foggia,it,Enrica Iannuzzi,University of Foggia,it,2020,socnet
Antonio Stasi,University of Foggia,it,Angela Mariuccia Andriano,University of Foggia,it,2020,socnet
Antonio Stasi,University of Foggia,it,Maurizio Prosperi,University of Foggia,it,2020,socnet
Antonio Stasi,University of Foggia,it,Mariarosaria Lombardi,University of Foggia,it,2020,socnet
Enrica Iannuzzi,University of Foggia,it,Antonio Stasi,University of Foggia,it,2020,socnet
Enrica Iannuzzi,University of Foggia,it,Antonio Lopolito,University of Foggia,it,2020,socnet
Enrica Iannuzzi,University of Foggia,it,Angela Mariuccia Andriano,University of Foggia,it,2020,socnet
Enrica Iannuzzi,University of Foggia,it,Maurizio Prosperi,University of Foggia,it,2020,socnet
Enrica Iannuzzi,University of Foggia,it,Mariarosaria Lombardi,University of Foggia,it,2020,socnet
Yong-Hak Kim,Yonsei University,kr,Patrick S. Park,Cornell University,us,2017,socnet
David B. Tindall,University of British Columbia,us,Mario Diani,Universitat Pompeu Fabra,es,2013,socnet
David B. Tindall,University of British Columbia,us,Jeffrey Cormier,University of Western Ontario,ca,2012,socnet
David B. Tindall,University of British Columbia,us,Mario Diani,Universitat Pompeu Fabra,es,2012,socnet
Rebecca C. Kotsonis,Wake Forest University,us,Hongyi Jiang,Wake Forest University,us,2018,socnet
Rebecca C. Kotsonis,Wake Forest University,us,Kenneth S. Berenhaut,Wake Forest University,us,2018,socnet
Meera Vengadasubbu,Stanford University,us,J. Santana,Stanford University,us,2017,socnet
Meera Vengadasubbu,Stanford University,us,Raine Hoover,Stanford University,us,2017,socnet
Jeremy M. Koster,University of Cincinnati,us,George Leckie,University of Bristol,us,2014,socnet
George Leckie,University of Bristol,us,Jeremy M. Koster,University of Cincinnati,us,2014,socnet
Werner Raub,Utrecht University,nl,Vincenz Frey,Bocconi University,it,2013,socnet
Werner Raub,Utrecht University,nl,Vincent Buskens,Utrecht University,nl,2013,socnet
Werner Raub,Utrecht University,nl,Joris van der Veer,Utrecht University,nl,2010,socnet
Werner Raub,Utrecht University,nl,Vincent Buskens,Utrecht University,nl,2010,socnet
László Lorincz,Corvinus University of Budapest,hu,Károly Takács,Linköping University,se,2019,socnet
László Lorincz,Corvinus University of Budapest,hu,Júlia Koltai,Eötvös Loránd University,hu,2019,socnet
László Lorincz,Corvinus University of Budapest,hu,Anna Fruzsina Gyor,Corvinus University of Budapest,hu,2019,socnet
Anna Fruzsina Gyor,Corvinus University of Budapest,hu,Károly Takács,Linköping University,se,2019,socnet
Anna Fruzsina Gyor,Corvinus University of Budapest,hu,Júlia Koltai,Eötvös Loránd University,hu,2019,socnet
Anna Fruzsina Gyor,Corvinus University of Budapest,hu,László Lorincz,Corvinus University of Budapest,hu,2019,socnet
Sandro Sperandei,Institute of Scientific and Technological Communication & Information in Health,br,Francisco I. Bastos,Institute of Scientific and Technological Communication & Information in Health,br,2018,socnet
Sandro Sperandei,Institute of Scientific and Technological Communication & Information in Health,br,Marcelo Ribeiro-Alves,National Institute of Infectious Diseases Evandro Chagas,br,2018,socnet
Yuan Hsiao,University of Washington,us,Ching-Ling Cheng,National Taiwan Normal University,tw,2019,socnet
Yuan Hsiao,University of Washington,us,Ya-Wen Chiu,University of Washington,us,2019,socnet
Ching-Ling Cheng,National Taiwan Normal University,tw,Yuan Hsiao,University of Washington,us,2019,socnet
Ching-Ling Cheng,National Taiwan Normal University,tw,Ya-Wen Chiu,University of Washington,us,2019,socnet
Ya-Wen Chiu,University of Washington,us,Ching-Ling Cheng,National Taiwan Normal University,tw,2019,socnet
Ya-Wen Chiu,University of Washington,us,Yuan Hsiao,University of Washington,us,2019,socnet
Pierre Mongeau,University of Quebec in Montreal,ca,Johanne Saint-Charles,University of Quebec in Montreal,ca,2018,socnet
Pierre Mongeau,University of Quebec in Montreal,ca,Johanne Saint-Charles,University of Quebec in Montreal,ca,2009,socnet
Sara Bojarczuk,Trinity College Dublin,ie,Peter Mühlau,Trinity College Dublin,ie,2018,socnet
Peter Mühlau,Trinity College Dublin,ie,Sara Bojarczuk,Trinity College Dublin,ie,2018,socnet
Basak Bilecen,Bielefeld University,de,Andrés Cardona,Bielefeld University,de,2018,socnet
Claire Bidart,University of the Mediterranean,fr,Daniel Lavenu,University of Caen,fr,2005,socnet
Claire Bidart,University of the Mediterranean,fr,Alain Degenne,CNRS,fr,2018,socnet
Claire Bidart,University of the Mediterranean,fr,Michel Grossetti,CNRS,fr,2018,socnet
Daniel Lavenu,University of Caen,fr,Claire Bidart,University of the Mediterranean,fr,2005,socnet
Scott W. Duxbury,Ohio State University,us,Dana L. Haynie,Ohio State University,us,2018,socnet
Dana L. Haynie,Ohio State University,us,Scott W. Duxbury,Ohio State University,us,2018,socnet
Dana L. Haynie,Ohio State University,us,Kimberly M. Davidson,Pennsylvania State University,us,2021,socnet
Dana L. Haynie,Ohio State University,us,David R. Schaefer,University of California - Irvine,us,2021,socnet
Dana L. Haynie,Ohio State University,us,Martin Bouchard 0002,Simon Fraser University,us,2021,socnet
Eric Turkheimer,University of Virginia,us,Thomas F. Oltmanns,Washington University in St. Louis,us,2009,socnet
Thomas F. Oltmanns,Washington University in St. Louis,us,Eric Turkheimer,University of Virginia,us,2009,socnet
Jacob Dijkstra,University of Groningen,nl,Marcel A. L. M. van Assen,Tilburg University,nl,2013,socnet
Muhammad Azfar Nisar,Lahore University of Management and Sciences,pk,Spiro Maroulis,Arizona State University,us,2020,socnet
Muhammad Azfar Nisar,Lahore University of Management and Sciences,pk,Daniel Diermeier,University of Chicago,us,2020,socnet
Caitlin E. Hughes,UNSW,us,David A. Bright,Flinders University,au,2017,socnet
Caitlin E. Hughes,UNSW,us,Jenny Chalmers,UNSW,us,2017,socnet
David A. Bright,Flinders University,au,Jenny Chalmers,UNSW,us,2017,socnet
David A. Bright,Flinders University,au,Caitlin E. Hughes,UNSW,us,2017,socnet
David A. Bright,Flinders University,au,James A. Coutinho,Swinburne University of Technology,au,2020,socnet
David A. Bright,Flinders University,au,Tomas Diviak,University of Manchester,uk,2020,socnet
David A. Bright,Flinders University,au,Johan H. Koskinen,University of Melbourne,us,2020,socnet
David A. Bright,Flinders University,au,Carlo Morselli,University of Montreal,us,2021,socnet
Jenny Chalmers,UNSW,us,David A. Bright,Flinders University,au,2017,socnet
Jenny Chalmers,UNSW,us,Caitlin E. Hughes,UNSW,us,2017,socnet
Gisele Moura,Rio de Janeiro State University,br,Rosa M. V. Figueiredo,University of Aveiro,pt,2013,socnet
Jieting Cheng,Shandong University,cn,Zhulou Cao,Shandong University,cn,2020,socnet
Jieting Cheng,Shandong University,cn,Xingqin Qi,Shandong University,cn,2020,socnet
Jieting Cheng,Shandong University,cn,Min Fan,Shandong University,cn,2020,socnet
Jooske T. van Busschbach,University of Groningen,nl,Tom A. B. Snijders,University of Groningen,nl,1999,socnet
Jooske T. van Busschbach,University of Groningen,nl,Marijtje A. J. Van Duijn,University of Groningen,nl,1999,socnet
Chloé Provost,University of Montreal,us,Carlo Morselli,University of Montreal,us,2017,socnet
Chloé Provost,University of Montreal,us,Masarah Paquet-Clouston,University of Montreal,us,2017,socnet
Eva Vriens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2018,socnet
John P. Boyd 0002,University of California - Irvine,us,Kai J. Jonas,Georg-August-Universitaet,de,2001,socnet
John P. Boyd 0002,University of California - Irvine,us,David A. Smith,University of California - Irvine,us,2010,socnet
John P. Boyd 0002,University of California - Irvine,us,William J. Fitzgerald 0002,University of California - Irvine,us,2010,socnet
John P. Boyd 0002,University of California - Irvine,us,Matthew C. Mahutga,University of California - Riverside,us,2010,socnet
John P. Boyd 0002,University of California - Irvine,us,Martin G. Everett,University of Manchester,uk,1999,socnet
John P. Boyd 0002,University of California - Irvine,us,Robert J. Beck,University of California - Irvine,us,2006,socnet
John P. Boyd 0002,University of California - Irvine,us,William J. Fitzgerald 0002,University of California - Irvine,us,2006,socnet
Danching Ruan,Hong Kong Baptist University,hk,Gina Lai,Hong Kong Baptist University,hk,2013,socnet
Danching Ruan,Hong Kong Baptist University,hk,Gina Lai,Hong Kong Baptist University,hk,2005,socnet
Danching Ruan,Hong Kong Baptist University,hk,Rance P. L. Lee,Chinese University of Hong Kong,hk,2005,socnet
Gina Lai,Hong Kong Baptist University,hk,Danching Ruan,Hong Kong Baptist University,hk,2013,socnet
Gina Lai,Hong Kong Baptist University,hk,Odalia Wong,Hong Kong Baptist University,hk,2002,socnet
Gina Lai,Hong Kong Baptist University,hk,Danching Ruan,Hong Kong Baptist University,hk,2005,socnet
Gina Lai,Hong Kong Baptist University,hk,Rance P. L. Lee,Chinese University of Hong Kong,hk,2005,socnet
Thomas Grund,University College Dublin,ie,Carlo Morselli,University of Montreal,us,2017,socnet
Angela Bohn,Institute for Statistics and Mathematics,at,Kurt Hornik,Institute for Statistics and Mathematics,at,2014,socnet
Angela Bohn,Institute for Statistics and Mathematics,at,Christian Buchta,Institute for Service Marketing and Tourism,at,2014,socnet
Angela Bohn,Institute for Statistics and Mathematics,at,Patrick Mair,Institute for Statistics and Mathematics,at,2014,socnet
Beau Dabbs,Carnegie Mellon University,us,Tracy M. Sweet,University of Maryland - College Park,us,2020,socnet
Beau Dabbs,Carnegie Mellon University,us,Samrachana Adhikari,York University,ca,2020,socnet
Nathalie Del Vecchio,University Paris 2,fr,Matthieu Latapy,CNRS,fr,2008,socnet
Nathalie Del Vecchio,University Paris 2,fr,Clémence Magnien,CNRS,fr,2008,socnet
John Domini,University of Florida,us,Gene A. Shelley,Georgia State University,us,2003,socnet
John Domini,University of Florida,us,Eugene C. Johnsen,University of California - Santa Barbara,us,2003,socnet
John Domini,University of Florida,us,H. Russell Bernard,University of Florida,us,2003,socnet
John Domini,University of Florida,us,Christopher McCarty,University of Florida,us,2003,socnet
Gene A. Shelley,Georgia State University,us,John Domini,University of Florida,us,2003,socnet
Gene A. Shelley,Georgia State University,us,Eugene C. Johnsen,University of California - Santa Barbara,us,2003,socnet
Gene A. Shelley,Georgia State University,us,H. Russell Bernard,University of Florida,us,2003,socnet
Gene A. Shelley,Georgia State University,us,Christopher McCarty,University of Florida,us,2003,socnet
Zachary Navabi,Ohio State University,us,Benjamin W. Campbell,Ohio State University,us,2018,socnet
Zachary Navabi,Ohio State University,us,Janet M. Box-Steffensmeier,Ohio State University,us,2018,socnet
Zachary Navabi,Ohio State University,us,Dino P. Christenson,Boston University,us,2018,socnet
Travis G. Tatum,Univeristy College Dublin,ie,Thomas U. Grund,Univeristy College Dublin,ie,2020,socnet
Thomas U. Grund,Univeristy College Dublin,ie,Travis G. Tatum,Univeristy College Dublin,ie,2020,socnet
James Stiller,University of Liverpool,uk,Robin I. M. Dunbar,University of Oxford,us,2007,socnet
Matthew C. Mahutga,University of California - Riverside,us,David A. Smith,University of California - Irvine,us,2010,socnet
Matthew C. Mahutga,University of California - Riverside,us,William J. Fitzgerald 0002,University of California - Irvine,us,2010,socnet
Matthew C. Mahutga,University of California - Riverside,us,John P. Boyd 0002,University of California - Irvine,us,2010,socnet
Sebastian Bähr,University of Erlangen-Nuremberg,de,Martin Abraham,University of Erlangen-Nuremberg,de,2016,socnet
Martin Abraham,University of Erlangen-Nuremberg,de,Sebastian Bähr,University of Erlangen-Nuremberg,de,2016,socnet
Sara Geven,Utrecht University,nl,Frank van Tubergen,Utrecht University,nl,2013,socnet
Sara Geven,Utrecht University,nl,Jeroen Weesie,Utrecht University,nl,2013,socnet
Jeroen Weesie,Utrecht University,nl,Frank van Tubergen,Utrecht University,nl,2013,socnet
Jeroen Weesie,Utrecht University,nl,Sara Geven,Utrecht University,nl,2013,socnet
Elizabeth Costenbader,Johns Hopkins University,us,Thomas W. Valente,University of Southern California,us,2003,socnet
Eric Gladstone,University of Kent,us,Kathleen M. O'Connor,Cornell University,us,2015,socnet
Eric Gladstone,University of Kent,us,Matthew E. Brashears,University of South Carolina,us,2016,socnet
Eric Gladstone,University of Kent,us,Kathleen M. O'Connor,Cornell University,us,2018,socnet
Vincent Chua,National University of Singapore,us,Yi Cheng Loh,University of Cambridge,us,2016,socnet
Claude S. Fischer,University of California - Berkeley,us,Eric Giannella,University of California - Berkeley,us,2016,socnet
Claude S. Fischer,University of California - Berkeley,us,Shira Offer,Bar-Ilan University,il,2020,socnet
Ana Salomé García Muñiz,University of Oviedo,es,Carmen Ramos Carvajal,University of Oviedo,es,2006,socnet
Carmen Ramos Carvajal,University of Oviedo,es,Ana Salomé García Muñiz,University of Oviedo,es,2006,socnet
Peter Totterdell,University of Sheffield,uk,Amy Hukin,University of Sheffield,uk,2008,socnet
