"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Kamil Topal,Case Western Reserve University,us,Gultekin Özsoyoglu,Case Western Reserve University,us,2017,snam
Arwen H. DeCostanza,U.S. Army Research Laboratory,us,Anup K. Kalia,IBM,us,2017,tcss
Arwen H. DeCostanza,U.S. Army Research Laboratory,us,Norbou Buchler,U.S. Army Research Laboratory,us,2017,tcss
Arwen H. DeCostanza,U.S. Army Research Laboratory,us,Munindar P. Singh,North Carolina State University,us,2017,tcss
Arwen H. DeCostanza,U.S. Army Research Laboratory,us,Sean M. Fitzhugh,U.S. Army Research Laboratory,us,2018,snam
Alexandre Flores John,University of Kaiserslautern,de,Norbert Wehn,University of Kaiserslautern,de,2016,snam
Alexandre Flores John,University of Kaiserslautern,de,Christian de Schryver,University of Kaiserslautern,de,2016,snam
Alexandre Flores John,University of Kaiserslautern,de,Christian Brugger,University of Kaiserslautern,de,2016,snam
Alexandre Flores John,University of Kaiserslautern,de,André Lucas Chinazzo,University of Kaiserslautern,de,2016,snam
Alexandre Flores John,University of Kaiserslautern,de,Katharina Anna Zweig,University of Kaiserslautern,de,2016,snam
Alexandre Flores John,University of Kaiserslautern,de,Wolfgang Eugen Schlauch,University of Kaiserslautern,de,2016,snam
Cherry Ahmed,Cairo University,eg,Abeer ElKorany,Cairo University,eg,2016,snam
Cherry Ahmed,Cairo University,eg,Reem Bahgat,Cairo University,eg,2016,snam
Nuha Albadi,University of Colorado,us,Shivakant Mishra,Taibah University,sa,2019,snam
Nuha Albadi,University of Colorado,us,Maram Kurdi,Taif University,sa,2019,snam
Maram Kurdi,Taif University,sa,Shivakant Mishra,Taibah University,sa,2019,snam
Maram Kurdi,Taif University,sa,Nuha Albadi,University of Colorado,us,2019,snam
Chetan Harichandra Mendhe,Lakehead University,ca,Gautam Srivastava,University of Victoria,ca,2021,tcss
Chetan Harichandra Mendhe,Lakehead University,ca,Vijay Mago,Lakehead University,ca,2021,tcss
Chetan Harichandra Mendhe,Lakehead University,ca,Nathan Henderson,Brandon University,ca,2021,tcss
Ahmet Anil Müngen,Ostim Technical University,tr,Mehmet Kaya,Euphrates University,tr,2018,snam
Carlo Morselli,Montreal university,ca,Marie Ouellet,University of Montreal,us,2018,socnet
Carlo Morselli,Montreal university,ca,Chloé Provost,University of Montreal,us,2017,socnet
Carlo Morselli,Montreal university,ca,Masarah Paquet-Clouston,University of Montreal,us,2017,socnet
Carlo Morselli,Montreal university,ca,Maxime Reeves-Latour,University of Montreal,us,2017,socnet
Carlo Morselli,Montreal university,ca,Thomas Grund,University College Dublin,ie,2017,socnet
Carlo Morselli,Montreal university,ca,Cynthia Giguère,University of Montreal,us,2007,socnet
Carlo Morselli,Montreal university,ca,Katia Petit,University of Montreal,us,2007,socnet
Carlo Morselli,Montreal university,ca,David A. Bright,Flinders University,au,2021,socnet
Laxmi Amulya Gundala,Boise State University,us,Kelsey Suyehira,Boise State University,us,2019,snam
Laxmi Amulya Gundala,Boise State University,us,Francesca Spezzano,Boise State University,us,2019,snam
Tomoyuki Yuasa,University of Tokyo,jp,Susumu Shirayama,University of Tokyo,jp,2012,snam
Giancarlo Ragozini,University of Naples,it,Maria Rosaria D'Esposito,University of Salerno,us,2014,socnet
Giancarlo Ragozini,University of Naples,it,Domenico De Stefano,Ca' Foscari University of Venice,it,2014,socnet
Giancarlo Ragozini,University of Naples,it,Maria Prosperina Vitale,University of Salerno,us,2019,socnet
Maria Rosaria D'Esposito,University of Salerno,us,Domenico De Stefano,Ca' Foscari University of Venice,it,2014,socnet
Maria Rosaria D'Esposito,University of Salerno,us,Giancarlo Ragozini,University of Naples,it,2014,socnet
Dave McKenney,Carleton University,us,Tony White,Carleton University,us,2017,snam
Sibel Tariyan Özyer,Çankaya University,tr,Mehmet Kayaalp 0001,TOBB Economics and Technology University,tr,2011,snam
Sibel Tariyan Özyer,Çankaya University,tr,Tansel Özyer,TOBB Economics and Technology University,tr,2011,snam
Arash Ghayoori,University of Illinois at Urbana-Champaign,us,Rakesh Nagi,University of Illinois at Urbana-Champaign,us,2021,tcss
Dany Kamuhanda,Huazhong University of Science and Technology,cn,Kun He 0001,Huazhong University of Science and Technology,cn,2020,tcss
Itzik Turkel,Weizmann Institute of Science,il,David Peleg,University of Paris Diderot,fr,2016,snam
Itzik Turkel,Weizmann Institute of Science,il,Chen Avin,Ben Gurion University of the Negev,il,2016,snam
Itzik Turkel,Weizmann Institute of Science,il,Zvi Lotker,Ben Gurion University of the Negev,il,2016,snam
Afra Abnar,University of Alberta,us,Reihaneh Rabbany,University of Alberta,us,2015,snam
Afra Abnar,University of Alberta,us,Mansoureh Takaffoli,University of Alberta,us,2015,snam
Afra Abnar,University of Alberta,us,Osmar R. Zaïane,University of Alberta,us,2015,snam
Rostyslav Korolov,Rensselaer Polytechnic Institute,us,Sanmay Das,Washington University in St. Louis,us,2016,snam
Rostyslav Korolov,Rensselaer Polytechnic Institute,us,Justin Peabody,Washington University in St. Louis,us,2016,snam
Rostyslav Korolov,Rensselaer Polytechnic Institute,us,William A. Wallace,Rensselaer Polytechnic Institute,us,2016,snam
Rostyslav Korolov,Rensselaer Polytechnic Institute,us,Malik Magdon-Ismail,Rensselaer Polytechnic Institute,us,2016,snam
Rostyslav Korolov,Rensselaer Polytechnic Institute,us,Allen Lavoie,Washington University in St. Louis,us,2016,snam
Wan-Chun Chuang,National Chengchi University,tw,Ke-Chih Ning,National Chengchi University,tw,2013,snam
Wan-Chun Chuang,National Chengchi University,tw,Jyi-Shane Liu,National Chengchi University,tw,2013,snam
Ming Cao 0005,The University of Texas Health Science Center at Houston,us,John A. Schneider,University of Chicago,us,2018,socnet
Ming Cao 0005,The University of Texas Health Science Center at Houston,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2018,socnet
Ming Cao 0005,The University of Texas Health Science Center at Houston,us,Dennis Li,The University of Texas Health Science Center at Houston,us,2018,socnet
Michael Schweinberger,Rice University,us,Martina Morris,University of Washington,us,2019,socnet
Michael Schweinberger,Rice University,us,Jonathan Stewart,Rice University,us,2019,socnet
Michael Schweinberger,Rice University,us,Michal Bojanowski,Kozminski University,pl,2019,socnet
Michael Schweinberger,Rice University,us,Miruna Petrescu-Prahova,University of Washington,us,2014,socnet
Michael Schweinberger,Rice University,us,Duy Quang Vu,University of Melbourne,us,2014,socnet
Andreea Nita,University of Bucharest,ro,Cristiana Maria Ciocanea,University of Bucharest,ro,2018,snam
Andreea Nita,University of Bucharest,ro,Steluta Manolache,University of Bucharest,ro,2018,snam
Andreea Nita,University of Bucharest,ro,Laurentiu Rozylowicz,University of Bucharest,ro,2018,snam
Laurentiu Rozylowicz,University of Bucharest,ro,Andreea Nita,University of Bucharest,ro,2018,snam
Laurentiu Rozylowicz,University of Bucharest,ro,Steluta Manolache,University of Bucharest,ro,2018,snam
Laurentiu Rozylowicz,University of Bucharest,ro,Cristiana Maria Ciocanea,University of Bucharest,ro,2018,snam
Daniel Faria Bernardes,CNRS,fr,Fabien Tarissan,CNRS,fr,2013,snam
Daniel Faria Bernardes,CNRS,fr,Matthieu Latapy,CNRS,fr,2013,snam
Hung-Che Lai,National Taiwan University,tw,Cheng-Te Li,National Taiwan University,tw,2013,snam
Hung-Che Lai,National Taiwan University,tw,Shou-De Lin,National Taiwan University,tw,2013,snam
Hung-Che Lai,National Taiwan University,tw,Yi-Chen Lo,National Taiwan University,tw,2013,snam
Hendrik Wermser,Technical University of Munich,de,Achim Rettinger,Karlsruhe Institute of Technology,de,2012,snam
Tom A. B. Snijders,University of Groningen,nl,Paola Tubaro,University of Greenwich,uk,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Miia Sainio,University of Turku,fi,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Peng Wang 0002,Swinburne University of Technology,au,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Christina Salmivalli,University of Turku,fi,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Håkan Stattin,University of Örebro,se,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,William J. Burk,Radboud University,nl,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Margaret Kerr,University of Örebro,se,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Lise Mounier,CNRS,fr,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Gijs Huitsing,Interuniversity Center for Social Science theory and Methodology,nl,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Paulina Preciado,University of Oxford,us,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,René Veenstra,University of Groningen,nl,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,nl,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,Emmanuel Lazega,Institute of Political Studies in Paris,fr,2012,socnet
Tom A. B. Snijders,University of Groningen,nl,András Vörös 0002,ETH Zurich,us,2017,socnet
Tom A. B. Snijders,University of Groningen,nl,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2017,socnet
Tom A. B. Snijders,University of Groningen,nl,Thomas W. Valente,University of Southern California,us,2017,socnet
Tom A. B. Snijders,University of Groningen,nl,Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),nl,2010,socnet
Tom A. B. Snijders,University of Groningen,nl,Christian E. G. Steglich,University of Groningen,nl,2010,socnet
Tom A. B. Snijders,University of Groningen,nl,Gerhard G. Van De Bunt,VU Amsterdam,us,2010,socnet
Tom A. B. Snijders,University of Groningen,nl,Hein de Vries,Care and Public Health Research Institute (CAPHRI),nl,2010,socnet
Tom A. B. Snijders,University of Groningen,nl,Erkki Vartiainen,National Public Health Institute,fi,2010,socnet
Tom A. B. Snijders,University of Groningen,nl,Martin Van Der Gaag,Free University,nl,2005,socnet
Tom A. B. Snijders,University of Groningen,nl,Jooske T. van Busschbach,University of Groningen,nl,1999,socnet
Tom A. B. Snijders,University of Groningen,nl,Marijtje A. J. Van Duijn,Interuniversity Center for Social Science theory and Methodology,nl,1999,socnet
Tom A. B. Snijders,University of Groningen,nl,Vanina Jasmine Torló,University of Greenwich,uk,2013,socnet
Tom A. B. Snijders,University of Groningen,nl,Alessandro Lomi,University of Lugano,ch,2013,socnet
Tom A. B. Snijders,University of Groningen,nl,Garry Robins,University of Melbourne,us,2007,socnet
Tom A. B. Snijders,University of Groningen,nl,Miranda J. Lubbers,Autonomous University of Barcelona,es,2007,socnet
Tom A. B. Snijders,University of Groningen,nl,Peng Wang 0002,Swinburne University of Technology,au,2007,socnet
Tom A. B. Snijders,University of Groningen,nl,Mark Handcock,University of Washington,us,2007,socnet
Tom A. B. Snijders,University of Groningen,nl,Philippa Pattison,University of Sydney,us,2007,socnet
Tom A. B. Snijders,University of Groningen,nl,Christian Steglich,University of Groningen,nl,2020,socnet
Tom A. B. Snijders,University of Groningen,nl,Mark Huisman,University of Groningen,nl,2020,socnet
Tom A. B. Snijders,University of Groningen,nl,Robert W. Krause,Linköping University,se,2020,socnet
Alona Schmidt,Catholic University,py,Andreas Harrer,Catholic University,py,2013,snam
Martin Gueuning,Catholic University,py,Renaud Lambiotte,University of Namur,be,2019,tcss
Martin Gueuning,Catholic University,py,Jean-Charles Delvenne,Catholic University,py,2019,tcss
Martin Gueuning,Catholic University,py,Bivas Mitra,IIT Kharagpur,in,2019,tcss
Martin Gueuning,Catholic University,py,Ayan Kumar Bhowmick,IIT Kharagpur,in,2019,tcss
Chien-Tung Ho,National Taiwan University,tw,Tsung-Ting Kuo,National Taiwan University,tw,2013,snam
Chien-Tung Ho,National Taiwan University,tw,Cheng-Te Li,National Taiwan University,tw,2013,snam
Chien-Tung Ho,National Taiwan University,tw,Shou-De Lin,National Taiwan University,tw,2013,snam
Chien-Tung Ho,National Taiwan University,tw,San-Chuan Hung,National Taiwan University,tw,2013,snam
Chien-Tung Ho,National Taiwan University,tw,Wei-Shih Lin,National Taiwan University,tw,2013,snam
Kazunori Seki,University of Tokyo,jp,Masataka Nakamura,University of Tokyo,jp,2017,snam
Masataka Nakamura,University of Tokyo,jp,Kazunori Seki,University of Tokyo,jp,2017,snam
Elizabeth Kwan,National Tsing Hua University,tw,Yi-Cheng Peng,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Fernando Calderon,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Elvis Saravia,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Tzu-Lung Chen,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Ya-Ting Chuang,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Jheng-He Liang,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Yi-Shin Chen,National Tsing Hua University,tw,2015,snam
Elizabeth Kwan,National Tsing Hua University,tw,Chung-Hao Chang,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Yi-Cheng Peng,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Fernando Calderon,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Elvis Saravia,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Tzu-Lung Chen,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Ya-Ting Chuang,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Yi-Shin Chen,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Elizabeth Kwan,National Tsing Hua University,tw,2015,snam
Jheng-He Liang,National Tsing Hua University,tw,Chung-Hao Chang,National Tsing Hua University,tw,2015,snam
Yang-chih Fu,Academia Sinica,tw,Hui-Ju Kuo,National Taiwan University,tw,2021,socnet
Yang-chih Fu,Academia Sinica,tw,Jing-Shiang Hwang,Academia Sinica,tw,2018,socnet
Yang-chih Fu,Academia Sinica,tw,Thijs A. Velema,Sun Yat-Sen University,cn,2018,socnet
Yang-chih Fu,Academia Sinica,tw,Jing-Shiang Hwang,Academia Sinica,tw,2016,socnet
Yang-chih Fu,Academia Sinica,tw,Eva Huszti,University of Debrecen,hu,2016,socnet
Yang-chih Fu,Academia Sinica,tw,Tso-Jung Yen,Academia Sinica,tw,2016,socnet
Yang-chih Fu,Academia Sinica,tw,Ildikó Barna,Eötvös Loránd University,hu,2016,socnet
Yang-chih Fu,Academia Sinica,tw,Beata Dávid,Hungarian Academy of Sciences,hu,2016,socnet
Yang-chih Fu,Academia Sinica,tw,Hwai-Chung Ho,Academia Sinica,tw,2013,socnet
Yang-chih Fu,Academia Sinica,tw,Hsiu Man Chen,Academia Sinica,tw,2013,socnet
Vasudev Bhat,Stony Brook University,us,Adheesh Gokhale,Stony Brook University,us,2015,snam
Vasudev Bhat,Stony Brook University,us,Leman Akoglu,Stony Brook University,us,2015,snam
Vasudev Bhat,Stony Brook University,us,Jagat Sastry Pudipeddi,Stony Brook University,us,2015,snam
Vasudev Bhat,Stony Brook University,us,Ravi Jadhav,Stony Brook University,us,2015,snam
Adheesh Gokhale,Stony Brook University,us,Vasudev Bhat,Stony Brook University,us,2015,snam
Adheesh Gokhale,Stony Brook University,us,Leman Akoglu,Stony Brook University,us,2015,snam
Adheesh Gokhale,Stony Brook University,us,Jagat Sastry Pudipeddi,Stony Brook University,us,2015,snam
Adheesh Gokhale,Stony Brook University,us,Ravi Jadhav,Stony Brook University,us,2015,snam
Ravi Jadhav,Stony Brook University,us,Adheesh Gokhale,Stony Brook University,us,2015,snam
Ravi Jadhav,Stony Brook University,us,Vasudev Bhat,Stony Brook University,us,2015,snam
Ravi Jadhav,Stony Brook University,us,Leman Akoglu,Stony Brook University,us,2015,snam
Ravi Jadhav,Stony Brook University,us,Jagat Sastry Pudipeddi,Stony Brook University,us,2015,snam
Sven Banisch,Bielefeld University,de,Tanya Araújo,Technical University of Lisbon,pt,2012,socnet
Wei-Shih Lin,National Taiwan University,tw,Tsung-Ting Kuo,National Taiwan University,tw,2013,snam
Wei-Shih Lin,National Taiwan University,tw,Chien-Tung Ho,National Taiwan University,tw,2013,snam
Wei-Shih Lin,National Taiwan University,tw,Cheng-Te Li,National Taiwan University,tw,2013,snam
