Hongzhong Deng,"Department of Management, College of Information Systems and Management, National University of Defense Technology, Changsha 410073, China"
Peter Abell,"Managerial Economics and Strategy Group, London School Economics, London School of Economics and Political Science, United Kingdom"
Ji Li,"College of Mecha-Electronics Engineering and Automation, National University of Defense Technology, Changsha 410073, China"
Jun Wu 0004,"Department of Management, College of Information Systems and Management, National University of Defense Technology, Changsha 410073, China"
John Sandberg,"Department of Sociology, McGill University, Stephen Leacock Building Room 712, 855 Sherbrooke Street West, Montreal, Quebec H3A 2T7, Canada"
Steven Rytina,"McGill University, Canada"
Valérie Delaunay,"L’institue de recherche pour le développement (IRD), Laboratoire Population Environnement Développement (LPED), UMR151 IRD/Aix-Marseille Université, Aix Marseille University, Dakar, Sénégal"
Adama S. Marra,"L’institue de recherche pour le développement (IRD), IRD US009, Dakar, Sénégal"
Love Bohman,"Department of Sociology, Stockholm University, S-106 91 Stockholm, Sweden"
Tom A. B. Snijders,"University of Oxford, United Kingdom"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, 2G24 WWPH Pittsburgh, PA 15260, USA"
Ulrik Brandes,"Department of Computer & Information Science, University of Konstanz, Germany"
Natalie Indlekofer,"Department of Computer & Information Science, University of Konstanz, Germany"
Martin Mader,"Department of Computer & Information Science, University of Konstanz, Germany"
Johan H. Koskinen,"ReMiSS, Department of Politics and International Relations, University of Oxford, Oxford, United Kingdom"
Christofer R. Edling,"School of Humanities and Social Sciences, Jacobs University, Germany"
Emmanuel Lazega,"IRISSO, University of Paris–Dauphine, University Paris Dauphine, Place du Maréchal de Lattre de Tassigny, 75775 Paris Cedex 16, France"
Lise Mounier,"CMH-CNRS, 48 Boulevard Jourdan, 75014 Paris, France"
Tom A. B. Snijders,"Nuffield College, Oxford University, United Kingdom"
Paola Tubaro,"University of Greenwich Business School, London SE10 9LS, United Kingdom"
Filip Agneessens,"ICS/Department of Sociology, University of Groningen, The Netherlands"
Rafael Wittek,"ICS/Department of Sociology, University of Groningen, The Netherlands"
Thomas N. Friemel,"IPMZ – University of Zurich, Andreasstrasse 15, 8050 Zurich, Switzerland"
Christian Steglich,"ICS/Department of Sociology, University of Groningen, Groningen, Netherlands"
Philip A. Sinclair,"Department of Computing, Mathematics, and Digital, Technology, Manchester Metropolitan University, United Kingdom"
Jo Holliday,"Cardiff Institute of Society and Health, School of Social Sciences, Cardiff University, United Kingdom"
Laurence Moore,"Cardiff Institute of Society and Health, School of Social Sciences, Cardiff University, United Kingdom"
Robert W. Faris,"University of California - Davis, United States"
Susan T. Ennett,"University of North Carolina at Chapel Hill, United States"
Gijs Huitsing,"University of Groningen, Department of Sociology and Interuniversity Center for Social Science Theory and Methodology (ICS), Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
René Veenstra,"University of Groningen, Department of Sociology and Interuniversity Center for Social Science Theory and Methodology (ICS), Grote Rozenstraat 31, 9712 TG Groningen, The Netherlands"
Miia Sainio,"University of Turku, Department of Psychology, Turku, Finland"
Christina Salmivalli,"University of Turku, Department of Psychology, Turku, Finland"
David B. Tindall,"Department of Forest Resources Management, Department of Sociology, University of British Columbia, 6303 N.W. Marine Drive, Vancouver, B.C., Canada V6T 1Z1"
Jeffrey Cormier,"Formerly of King's College, University of Western Ontario, Canada"
Mario Diani,"ICREA-Universitat Pompeu Fabra, Barcelona, Spain"
Dan J. Wang,"Stanford University, Stanford, CA 94305, United States"
Xiaolin Shi,"Microsoft Corporation, Redmond, WA 98052, United States"
Daniel A. McFarland,"Stanford University, Stanford, CA 94305, United States"
Jure Leskovec,"Stanford University, Stanford, CA 94305, United States"
Dean Lusher,"Sociology, Faculty of Life and Social Sciences, Swinburne University of Technology, Hawthorn VIC 3122, Australia"
Garry Robins,"School of Psychological Sciences, University of Melbourne, Parkville VIC 3010, Australia"
Philippa Pattison,"School of Psychological Sciences, University of Melbourne, Parkville VIC 3010, Australia"
Alessandro Lomi,"Facoltà di Scienze Economiche, L’Università della Svizzera Italiana, Lugano, Switzerland"
Nynke van Miltenburg,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Werner Raub,"Department of Sociology/ICS, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
Cécile Emery,"London School of Economics and Political Science, Houghton Street, London WC2A 2AE, United Kingdom"
Anja Znidarsic,"Faculty of Organizational Sciences, University of Maribor, Slovenia"
Anuska Ferligoj,"Faculty of Social Sciences, University of Ljubljana, Slovenia"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, USA"
Vladimir Barash,"Cornell University, Ithaca, NY, United States"
Christopher J. Cameron,"Cornell University, Ithaca, NY, United States"
Michael Macy,"Cornell University, Ithaca, NY, United States"
Rebeka Johnson,"University of Lugano, Switzerland"
Balázs Kovács,"University of Lugano, Switzerland"
András Vicsek,"Maven 7, Hungary"
Nicholas Harrigan,"School of Social Sciences, Singapore Management University, 90 Stamford Road, Level 4, Singapore 178903, Singapore"
Palakorn Achananuparp,"School of Information Systems, Singapore Management University, 80 Stamford Road, Singapore 178902, Singapore"
Ee-Peng Lim,"School of Information Systems, Singapore Management University, 80 Stamford Road, Singapore 178902, Singapore"
Giangiacomo Bravo,"Università degli Studi di Torino, University of Torino, Collegio Carlo Alberto, and GECS-Research Group in Experimental and Computational Sociology, Italy"
Flaminio Squazzoni,"Dipartimento di Studi Sociali, Università degli Studi di Brescia, University of Brescia, and GECS-Research Group in Experimental and Computational Sociology, Italy"
Riccardo Boero,"Dipartimento di Science Economiche e Finanziarie “G. Prato”, Università degli Studi di Torino, University of Torino, and GECS-Research Group in Experimental and Computational Sociology, Italy"
Zack W. Almquist,"Department of Sociology, University of California - Irvine, 3151 Social Science Plaza A, Irvine, CA 92697-5100, United States"
Sharique Hasan,"Stanford University, Graduate School of Business, 655 Knight Way, Stanford, CA 94305, United States"
Shobhit Mathur,"255 Warren St. Apt 807, Jersey City, NJ 07302, United States"
Marshall Scott Poole,"Department of Communication, 1207 W. Oregon, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States"
Feniosky Peña-Mora,"School of Engineering & Applied Science, 510 Mudd, Columbia University, New York, NY 10027, United States"
Mark Hasegawa-Johnson,"Department of Electrical and Computer Engineering, Beckman Institute 2011, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States"
Noshir S. Contractor,"Department of Industrial Engineering & Management Sciences, 2145 Sheridan Road, Northwestern University, Evanston, IL 60208, United States"
Gerhard Krug,"Chair of Empirical Economic Sociology, University of Erlangen-Nuremberg, Findelgasse 7/9, 90402 Nuremberg, Germany"
Vincent Chua,"Department of Sociology, Faculty of Arts and Social Sciences, National University of Singapore, AS1 #04-27, 11 Arts Link, Singapore 117570, Singapore"
Johannes Zschache,"University of Leipzig, Institute of Sociology, Beethovenstraße 15, 04107 Leipzig, Germany"
Sven Banisch,"Mathematical Physics, Bielefeld University, Germany"
Ricardo Lima,"Dream & Science Factory, Marseille, France"
Tanya Araújo,"ISEG, Universidade Técnica de Lisboa, Technical University of Lisbon (TULisbon), Portugal"
Martin G. Everett,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, Arthur Lewis Building, Bridgeford Street, Manchester M13 9PL, UK"
Stephen P. Borgatti,"Links Centre, Gatton College of Business and Economics, University of Kentucky, Lexington, KY 40506-0034, USA"
Ramón Flores,"Department of Statistics, Universidad Carlos III de Madrid, University Carlos III of Madrid, Spain"
Maurice Koster,"Amsterdam School of Economics, University of Amsterdam, The Netherlands"
Ines Lindner,"Department of Econometrics and Operations Research, VU University, The Netherlands"
Elisenda Molina,"Department of Statistics, Universidad Carlos III de Madrid, University Carlos III of Madrid, Spain"
Michael D. Siciliano,"University of Illinois at Chicago, Chicago, IL, United States"
C. Deniz Yenigün,"Bilkent University, Ankara, Turkey"
Günes Ertan,"University of Pittsburgh, Pittsburgh, PA, United States"
Joonmo Son,"National University of Singapore, Singapore"
Nan Lin,"Duke University, United States"
Roy Lindelauf,"Military Operational Art & Science, Netherlands Defense Academy, P.O. Box 90002, 4800 PA Breda, The Netherlands"
Peter Borm,"Center and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Herbert Hamers,"Center and Department of Econometrics and OR, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Lea Ellwardt,"Department of Sociology and Interuniversity, Center for Social Science Theory and Methodology (ICS) at the University of Groningen, The Netherlands"
Christian Steglich,"Department of Sociology and Interuniversity, Center for Social Science Theory and Methodology (ICS) at the University of Groningen, The Netherlands"
Rafael Wittek,"Department of Sociology and Interuniversity, Center for Social Science Theory and Methodology (ICS) at the University of Groningen, The Netherlands"
Nick Crossley,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, UK"
Gemma Edwards,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, UK"
Ellen Harries,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, UK"
Rachel Stevenson,"Mitchell Centre for Social Network Analysis, School of Social Sciences, University of Manchester, UK"
Gijs Huitsing,"University of Groningen and Interuniversity Center for Social Science Theory and Methodology (ICS), The Netherlands"
Marijtje A. J. Van Duijn,"University of Groningen and Interuniversity Center for Social Science Theory and Methodology (ICS), The Netherlands"
Tom A. B. Snijders,"University of Groningen and Interuniversity Center for Social Science Theory and Methodology (ICS), The Netherlands"
Peng Wang 0002,"University of Melbourne, Australia"
Miia Sainio,"University of Turku, Finland"
Christina Salmivalli,"University of Turku, Finland"
René Veenstra,"University of Groningen and Interuniversity Center for Social Science Theory and Methodology (ICS), The Netherlands"
Lijun Song,"Department of Sociology, Center for Medicine, Health, and Society, Vanderbilt University, PMB 351811, Nashville, TN 37235-1811, United States"
Tian-Yun Chang,"Department of Sociology, Vanderbilt University, United States"
Yanlong Zhang,"Guanghua School of Management, Peking University, Beijing 100871, China"
Nan Lin,"Department of Sociology, Duke University, Durham, NC 27708, USA"
Ting Li,"Carolina Population Center, University of North Carolina at Chapel Hill, Chapel Hill, NC 27516, USA"
Thomas U. Grund,"University of Oxford, Nuffield College, New Road, Oxford OX1 1NF, United Kingdom"
W. Scott Comulada,"Department of Psychiatry and Biobehavioral Sciences, University of California - Los Angeles, United States"
